"Date","Price","Open","High","Low","Vol.","Change %"
"22-04-2019","31,596","31,550","31,780","31,550","8.65K","0.42%"
"18-04-2019","31,463","31,450","31,616","31,403","10.01K","-0.05%"
"17-04-2019","31,480","31,648","31,648","31,453","4.87K","-0.22%"
"16-04-2019","31,548","31,800","31,865","31,523","12.40K","-0.97%"
"15-04-2019","31,856","31,800","31,874","31,680","8.11K","-0.02%"
"12-04-2019","31,862","31,838","31,980","31,805","9.29K","0.35%"
"11-04-2019","31,750","32,232","32,232","31,734","13.29K","-1.64%"
"10-04-2019","32,281","32,161","32,293","32,086","10.14K","0.25%"
"09-04-2019","32,201","32,225","32,274","32,121","9.91K","0.05%"
"08-04-2019","32,186","31,900","32,287","31,900","9.52K","1.44%"
"05-04-2019","31,729","31,600","31,865","31,600","0.01K","0.75%"
"04-04-2019","31,492","31,471","31,501","31,471","0.01K","0.01%"
"03-04-2019","31,489","31,462","31,539","31,402","0.03K","0.00%"
"02-04-2019","31,490","31,547","32,430","31,450","0.07K","-0.11%"
"01-04-2019","31,526","31,695","31,710","31,510","1.13K","-0.66%"
"29-03-2019","31,734","31,588","31,819","31,500","8.68K","0.40%"
"28-03-2019","31,607","32,000","32,038","31,576","13.21K","-1.28%"
"27-03-2019","32,016","32,150","32,180","31,986","13.05K","-0.27%"
"26-03-2019","32,104","32,180","32,204","32,015","10.44K","-0.37%"
"25-03-2019","32,224","32,150","32,246","32,072","9.84K","0.26%"
"22-03-2019","32,140","31,852","32,165","31,620","14.79K","1.01%"
"21-03-2019","31,819","31,911","32,038","31,767","6.07K","0.38%"
"20-03-2019","31,697","31,907","31,939","31,665","12.30K","-0.82%"
"19-03-2019","31,960","31,725","32,006","31,657","11.51K","0.97%"
"18-03-2019","31,652","31,750","31,750","31,553","10.41K","-0.55%"
"15-03-2019","31,826","31,886","31,940","31,742","10.69K","0.06%"
"14-03-2019","31,808","32,153","32,192","31,781","13.35K","-1.24%"
"13-03-2019","32,207","32,050","32,319","32,050","12.52K","0.65%"
"12-03-2019","32,000","31,984","32,043","31,870","10.24K","0.33%"
"11-03-2019","31,896","32,124","32,154","31,875","11.06K","-0.84%"
"08-03-2019","32,167","31,970","32,227","31,940","12.38K","0.73%"
"07-03-2019","31,934","31,931","31,965","31,777","14.28K","-0.04%"
"06-03-2019","31,948","32,170","32,298","31,871","15.84K","-0.42%"
"05-03-2019","32,083","32,409","32,428","32,070","12.63K","-0.89%"
"04-03-2019","32,370","32,550","32,550","32,255","7.21K","-0.83%"
"01-03-2019","32,640","32,950","33,007","32,600","14.86K","-1.03%"
"28-02-2019","32,981","33,320","33,385","32,966","13.87K","-0.92%"
"27-02-2019","33,286","33,461","33,617","33,242","11.42K","-0.24%"
"26-02-2019","33,367","33,450","33,598","33,334","10.15K","0.20%"
"25-02-2019","33,300","33,511","33,539","33,277","8.86K","-0.65%"
"22-02-2019","33,517","33,448","33,560","33,330","11.52K","0.20%"
"21-02-2019","33,449","33,780","33,799","33,417","18.19K","-1.24%"
"20-02-2019","33,870","33,943","34,031","33,833","10.32K","-0.09%"
"19-02-2019","33,899","33,650","33,918","33,581","10.73K","0.87%"
"18-02-2019","33,608","33,450","33,625","33,450","6.50K","0.67%"
"15-02-2019","33,384","33,140","33,410","33,140","8.92K","0.92%"
"14-02-2019","33,079","32,950","33,107","32,874","9.13K","0.21%"
"13-02-2019","33,011","32,854","33,145","32,805","8.41K","0.49%"
"12-02-2019","32,851","32,995","33,075","32,813","8.53K","-0.59%"
"11-02-2019","33,046","33,200","33,200","32,908","8.75K","-0.59%"
"08-02-2019","33,242","33,199","33,258","33,011","8.69K","0.22%"
"07-02-2019","33,169","33,285","33,285","33,035","9.99K","-0.47%"
"06-02-2019","33,327","33,360","33,445","33,292","7.08K","0.25%"
"05-02-2019","33,245","33,400","33,449","33,081","0.02K","-0.28%"
"04-02-2019","33,339","33,750","33,750","33,180","0.11K","-0.20%"
"01-02-2019","33,405","33,057","33,464","32,953","1.74K","1.06%"
"31-01-2019","33,056","32,988","33,272","32,925","8.25K","0.48%"
"30-01-2019","32,899","32,918","32,989","32,827","8.64K","0.00%"
"29-01-2019","32,900","32,545","32,939","32,545","10.57K","1.08%"
"28-01-2019","32,547","32,340","32,589","32,340","7.37K","0.63%"
"25-01-2019","32,343","32,032","32,382","32,009","9.49K","1.03%"
"24-01-2019","32,013","32,138","32,151","31,981","7.95K","-0.40%"
"23-01-2019","32,140","32,159","32,217","32,057","7.91K","-0.06%"
"22-01-2019","32,160","31,998","32,194","31,957","8.66K","0.37%"
"21-01-2019","32,043","32,044","32,195","31,985","7.05K","-0.15%"
"18-01-2019","32,091","32,276","32,319","32,055","9.50K","-0.55%"
"17-01-2019","32,268","32,290","32,390","32,205","9.32K","-0.06%"
"16-01-2019","32,286","32,198","32,307","32,110","9.48K","0.33%"
"15-01-2019","32,180","32,130","32,277","32,110","10.51K","0.12%"
"14-01-2019","32,141","31,989","32,220","31,975","9.97K","0.67%"
"11-01-2019","31,928","31,953","32,076","31,895","9.14K","0.15%"
"10-01-2019","31,880","32,048","32,135","31,853","10.61K","-0.38%"
"09-01-2019","32,001","31,633","32,023","31,633","11.63K","0.82%"
"08-01-2019","31,741","31,618","31,760","31,565","10.08K","0.29%"
"07-01-2019","31,648","31,529","31,758","31,448","11.13K","0.61%"
"04-01-2019","31,456","31,879","31,879","31,441","12.11K","-1.05%"
"03-01-2019","31,789","31,700","31,938","31,681","11.91K","0.57%"
"02-01-2019","31,610","31,421","31,704","31,369","10.09K","0.60%"
"01-01-2019","31,422","31,409","31,461","31,357","2.07K","0.10%"
"31-12-2018","31,391","31,571","31,595","31,300","9.80K","-0.66%"
"28-12-2018","31,598","31,665","31,734","31,585","10.04K","-0.36%"
"27-12-2018","31,713","31,500","31,768","31,500","8.76K","0.49%"
"26-12-2018","31,559","31,470","31,740","31,470","10.27K","0.31%"
"24-12-2018","31,460","31,300","31,470","31,270","8.88K","0.86%"
"21-12-2018","31,193","31,244","31,387","31,148","9.68K","-0.38%"
"20-12-2018","31,311","31,159","31,343","31,002","13.63K","0.27%"
"19-12-2018","31,227","31,100","31,344","31,064","9.95K","0.21%"
"18-12-2018","31,163","31,530","31,563","31,134","12.48K","-1.48%"
"17-12-2018","31,630","31,496","31,659","31,411","6.65K","0.24%"
"14-12-2018","31,553","31,568","31,641","31,503","7.61K","0.08%"
"13-12-2018","31,527","31,636","31,698","31,486","8.06K","-0.65%"
"12-12-2018","31,732","31,817","31,838","31,692","8.14K","-0.64%"
"11-12-2018","31,935","31,949","31,988","31,740","9.65K","-0.29%"
"10-12-2018","32,028","31,647","32,118","31,530","12.29K","1.37%"
"07-12-2018","31,595","31,071","32,021","31,024","12.37K","1.63%"
"06-12-2018","31,089","31,150","31,296","31,062","10.33K","0.78%"
"05-12-2018","30,847","30,901","30,901","30,810","0.01K","-0.34%"
"04-12-2018","30,952","30,786","31,019","30,751","0.04K","0.66%"
"03-12-2018","30,748","30,392","30,853","30,392","0.43K","1.68%"
"30-11-2018","30,240","30,195","30,358","30,107","8.95K","0.12%"
"29-11-2018","30,204","30,338","30,339","30,155","8.12K","-0.76%"
"28-11-2018","30,434","30,365","30,578","30,250","9.02K","0.11%"
"27-11-2018","30,402","30,563","30,630","30,365","8.13K","-0.47%"
"26-11-2018","30,547","30,471","30,661","30,445","7.62K","0.17%"
"23-11-2018","30,495","30,540","30,548","30,412","3.37K","-0.37%"
